
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 10.Utilization                        .52738     (Insuf)    .00000     1.0000     .00000    
Table 11.NumberBusy                         .38516     (Insuf)    .00000     1.0000     .00000    
Table 11.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 11.Utilization                        .38516     (Insuf)    .00000     1.0000     .00000    
Table 12.NumberBusy                         .58239     (Insuf)    .00000     1.0000     1.0000    
Table 12.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 12.Utilization                        .58239     (Insuf)    .00000     1.0000     1.0000    
Table 13.NumberBusy                         .55668     (Insuf)    .00000     1.0000     .00000    
Table 13.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 13.Utilization                        .55668     (Insuf)    .00000     1.0000     .00000    
Table 14.NumberBusy                         .35944     (Insuf)    .00000     1.0000     1.0000    
Table 14.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 14.Utilization                        .35944     (Insuf)    .00000     1.0000     1.0000    
Table 15.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 15.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 15.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 16.NumberBusy                         .18641     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 16.Utilization                        .18641     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberBusy                         .21078     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 17.Utilization                        .21078     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberBusy                         .23842     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 18.Utilization                        .23842     (Insuf)    .00000     1.0000     .00000    
Table 1.NumberBusy                          .23358     (Insuf)    .00000     1.0000     1.0000    
Table 1.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 1.Utilization                         .23358     (Insuf)    .00000     1.0000     1.0000    
Table 19.NumberBusy                         .70981     (Insuf)    .00000     1.0000     .00000    
Table 19.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 19.Utilization                        .70981     (Insuf)    .00000     1.0000     .00000    
Table 2.NumberBusy                          .27629     (Insuf)    .00000     1.0000     1.0000    
Table 2.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 2.Utilization                         .27629     (Insuf)    .00000     1.0000     1.0000    
Table 3.NumberBusy                          .72684     (Insuf)    .00000     1.0000     1.0000    
Table 3.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 3.Utilization                         .72684     (Insuf)    .00000     1.0000     1.0000    
Table 4.NumberBusy                          .31505     (Insuf)    .00000     1.0000     1.0000    
Table 4.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 4.Utilization                         .31505     (Insuf)    .00000     1.0000     1.0000    
Table 5.NumberBusy                          .14377     (Insuf)    .00000     1.0000     .00000    
Table 5.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 5.Utilization                         .14377     (Insuf)    .00000     1.0000     .00000    
Table 6.NumberBusy                          .34051     (Insuf)    .00000     1.0000     .00000    
Table 6.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 6.Utilization                         .34051     (Insuf)    .00000     1.0000     .00000    
Table 7.NumberBusy                          .05717     (Insuf)    .00000     1.0000     1.0000    
Table 7.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 7.Utilization                         .05717     (Insuf)    .00000     1.0000     1.0000    
Table 8.NumberBusy                          .23923     (Insuf)    .00000     1.0000     .00000    
Table 8.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 8.Utilization                         .23923     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberBusy                          .28662     (Insuf)    .00000     1.0000     1.0000    
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .28662     (Insuf)    .00000     1.0000     1.0000    
Barista.NumberBusy                          .56903     (Insuf)    .00000     1.0000     .00000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .56903     (Insuf)    .00000     1.0000     .00000    
Table 20.NumberBusy                         .33170     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .33170     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberBusy                         .18974     (Insuf)    .00000     1.0000     .00000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .18974     (Insuf)    .00000     1.0000     .00000    
Table 22.NumberBusy                         .34140     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
